delta;theta;resp;error;rt;obs;block;range;mindelta;study;experiment;stimulus;expnum
70;20.0472500666436;29.9383117055822;9.89106163893865;0.60855585399986;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;0.0472500666435849;1.38690059140302;1.33965052475943;1.0164737419982;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;250.047250066644;248.37295090048;-1.67429916616328;0.874292598997272;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;190.047250066644;191.080794096331;1.03354402968748;0.78684379599872;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;270.047250066644;274.691602849507;4.64435278286385;0.774699823999981;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;320.047250066644;316.00466606773;-4.04258399891359;0.807442288001766;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;260.047250066644;264.155660199691;4.10841013304696;0.825068720001582;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;140.047250066644;138.233507515068;-1.81374255157567;0.507818343001418;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;230.047250066644;224.251819052759;-5.79543101388413;0.841208789999655;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;240.047250066644;228.170217230407;-11.8770328362363;0.599918939999043;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;350.047250066644;328.787052076096;-21.2601979905477;0.532633202001307;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;110.047250066644;127.830222521293;17.7829724546494;1.68354661400008;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;230.047250066644;221.43183127872;-8.61541878792363;1.65791887000159;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;130.047250066644;139.276289879926;9.22903981328255;0.803243202000886;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;200.047250066644;205.521060546786;5.47381048014233;0.878764791999856;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;100.047250066644;111.346708260831;11.2994581941871;0.841772849002155;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;50.0472500666436;41.4801901886823;-8.5670598779613;0.749496066000575;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;290.047250066644;289.788822277313;-0.258427789330881;0.858938762001344;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;40.0472500666436;37.1867988587385;-2.86045120790509;0.573956177999207;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;170.047250066644;175.385845566192;5.33859549954812;0.899101380997308;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;320.047250066644;306.038165945058;-14.0090841215855;1.27026538199789;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;100.047250066644;118.088145557393;18.0408954907491;1.39230480200058;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;70.0472500666436;60.2972272927046;-9.75002277393898;1.15132736899977;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;140.047250066644;140.598344653042;0.551094586398534;0.935665745000733;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;200.047250066644;196.61216494347;-3.43508512317385;0.867208122999727;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;230.047250066644;222.108056367505;-7.93919369913903;1.15705590599828;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;70.0472500666436;67.0115000267794;-3.03575003986414;0.841889362000074;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;270.047250066644;261.163041590485;-8.88420847615839;0.733120328997757;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;180.047250066644;179.059748706342;-0.98750136030182;0.566231429002073;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;140.047250066644;144.682901198318;4.63565113167436;1.29113818000042;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;0.0472500666435849;347.354188319559;-12.6930617470848;0.742232199001592;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;140.047250066644;152.624771632758;12.5775215661141;1.1656761339982;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;220.047250066644;206.815227433114;-13.2320226335291;0.74978610999824;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;310.047250066644;305.22169338998;-4.8255566766631;0.648984019000636;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;170.047250066644;160.900009073064;-9.14724099357971;0.749759039001219;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;90.0472500666436;80.9219441887579;-9.12530587788572;0.858300792999216;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;290.047250066644;286.25065494759;-3.79659511905317;0.928612576000887;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;220.047250066644;222.167080901936;2.11983083529213;0.782912925002165;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;180.047250066644;183.772941139568;3.72569107292418;0.583549053997558;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;350.047250066644;349.26908439279;-0.778165673853096;0.608052874002169;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;20.0472500666436;18.6094660890173;-1.43778397762625;0.95823093099898;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;140.047250066644;136.833078379042;-3.21417168760161;0.7667539460017;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;70.0472500666436;62.3699323810951;-7.67731768554847;0.63272649999999;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;150.047250066644;149.716482316677;-0.330767749967038;1.62493511300272;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;330.047250066644;327.277252855042;-2.76999721160126;0.94095520799965;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;40.0472500666436;41.9058943964314;1.85864432978782;0.858252565998555;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;80.0472500666436;80.2619992425096;0.214749175866018;0.675871659001132;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;290.047250066644;283.930872038193;-6.1163780284507;0.782845555997483;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;120.047250066644;121.556020952952;1.50877088630858;1.87543372300206;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;270.047250066644;267.323255355074;-2.72399471156916;1.31760924699847;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;160.047250066644;163.044248398114;2.99699833147031;0.733323363998352;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;291.376199069763;292.85035835457;1.47415928480666;0.960006065000925;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;301.376199069763;296.899795168391;-4.47640390137201;0.708515311998781;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;131.376199069763;127.59574294203;-3.78045612773272;0.919843343002867;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;101.376199069763;111.936127758314;10.5599286885514;1.35790113400071;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;321.376199069763;305.093147092714;-16.2830519770493;0.659072861002642;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;131.376199069763;131.473593286291;0.0973942165284143;1.27488554899901;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;241.376199069763;227.639683122647;-13.7365159471159;0.800003852000373;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;1.37619906976295;12.1373282363984;10.7611291666355;0.566378360999806;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;51.3761990697629;49.2334154940026;-2.14278357576038;0.466883349999989;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;351.376199069763;353.740039628327;2.36384055856428;0.666370524999365;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;51.3761990697629;45.5159246100603;-5.86027445970267;1.0599765520019;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;331.376199069763;337.897474613854;6.521275544091;0.516581149000558;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;291.376199069763;287.809746483742;-3.56645258602083;0.733179367001867;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;71.3761990697629;66.3573411594372;-5.01885791032572;1.21753795699988;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;11.3761990697629;42.4885378506075;31.1123387808445;1.65024984200136;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;321.376199069763;319.42256699567;-1.95363207409252;0.750553865997063;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;221.376199069763;222.15400160024;0.777802530477231;0.74231314500139;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;31.3761990697629;40.1096472370386;8.73344816727565;0.782329288998881;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;311.376199069763;307.896070262699;-3.48012880706443;0.498834105997958;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;121.376199069763;129.719321491637;8.34312242187414;0.822812803999113;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;351.376199069763;346.118939118083;-5.25725995167949;0.632909232997918;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;211.376199069763;211.185380074911;-0.190818994851497;0.766862411001057;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;171.376199069763;170.296675196293;-1.07952387346995;0.906372729001305;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;161.376199069763;163.872552956799;2.49635388703604;1.37734717900094;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;1.37619906976295;358.727741545216;-2.64845752454693;1.13344222899832;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;221.376199069763;212.416343572297;-8.95985549746592;0.73250298199855;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;271.376199069763;255.899410498772;-15.4767885709906;1.28301156700036;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;151.376199069763;156.729035475348;5.35283640558538;1.18261805200018;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;181.376199069763;176.608873395445;-4.76732567431827;0.978748618999816;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;181.376199069763;174.104594305249;-7.27160476451348;1.22964502399918;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;311.376199069763;292.511720753135;-18.8644783166284;0.866193403999205;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;31.3761990697629;26.2878709763708;-5.08832809339213;0.715897672998835;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;11.3761990697629;22.326239399924;10.950040330161;1.15887444599866;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;1.37619906976295;17.3007640992156;15.9245650294526;0.691558214999532;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;241.376199069763;242.046267033609;0.670067963845696;0.808733988000313;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;61.3761990697629;57.2849930282474;-4.09120604151551;0.919070454998291;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;351.376199069763;330.642146837477;-20.7340522322859;0.585900743997627;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;271.376199069763;282.243331972817;10.8671329030542;0.711217339998257;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;71.3761990697629;75.2411984417865;3.86499937202356;0.582952630000364;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;301.376199069763;293.47927008558;-7.89692898418303;0.675095406997571;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;11.3761990697629;29.357676060643;17.9814769908801;0.641998244998831;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;201.376199069763;204.114782082547;2.73858301278449;4.66755496300175;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;351.376199069763;343.300210738533;-8.0759883312295;0.525192894998327;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;91.3761990697629;85.3042464263658;-6.07195264339717;0.624831921002624;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;181.376199069763;195.634941007181;14.2587419374178;0.657789589000458;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;31.3761990697629;43.5636081483568;12.1874090785939;0.900028915999428;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;111.376199069763;111.624112564587;0.247913494824203;1.86652405300265;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;1.37619906976295;18.5834205316067;17.2072214618437;1.01684358299826;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;161.376199069763;156.309971893241;-5.06622717652161;1.57175241399818;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;171.376199069763;157.663509303552;-13.7126897662106;0.816517694001959;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;191.376199069763;184.106252417763;-7.26994665199993;1.20371815199906;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;211.376199069763;214.062987019947;2.68678795018442;0.957116066998424;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;1.37619906976295;353.606743544434;-7.76945552532925;1.16690832400127;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;301.376199069763;296.630905937188;-4.74529313257534;0.957182195001224;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;51.3761990697629;45.7324548239822;-5.64374424578079;0.699814567000431;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;251.376199069763;257.830312343485;6.45411327372193;0.557404063998547;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;251.376199069763;253.877020934312;2.50082186454921;0.917210098999931;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;31.3761990697629;32.815323710355;1.43912464059206;0.751325750999968;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;241.376199069763;239.874742005942;-1.50145706382102;0.76048007099962;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;221.376199069763;231.474385750476;10.0981866807132;0.716246603999025;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;261.376199069763;255.796452527577;-5.57974654218637;1.17189524899732;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;91.3761990697629;88.5335145412329;-2.84268452853009;0.620524280999234;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;151.376199069763;160.750560539639;9.37436146987619;0.815993726999295;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;141.376199069763;150.642423558714;9.26622448895151;0.797905204999552;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;11.3761990697629;11.5700020000022;0.193802930239286;0.658156923000206;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;161.376199069763;160.639275734703;-0.736923335060169;1.30827379599941;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;251.376199069763;248.526980594737;-2.84921847502622;0.816708564998407;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;321.376199069763;329.062663638312;7.68646456854918;0.80098692500178;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;81.3761990697629;80.6614579500681;-0.714741119694835;1.15828140899976;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;171.376199069763;168.912425315316;-2.46377375444723;1.35900699899867;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;201.376199069763;200.204922837564;-1.17127623219932;1.11241018600049;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;231.376199069763;209.793209111456;-21.5829899583067;0.816880934002256;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;141.376199069763;150.642423558714;9.26622448895151;0.599557126999571;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;181.376199069763;170.618710980602;-10.7574880891608;0.875022579999495;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;221.376199069763;212.693443751402;-8.68275531836088;1.40870653800084;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;131.376199069763;140.207538834122;8.83133976435866;1.64964271999997;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;31.3761990697629;32.9865292535656;1.61033018380268;0.766328261001036;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;101.376199069763;99.270327815733;-2.10587125402999;0.933088722998946;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;121.376199069763;118.655989955421;-2.72020911434147;1.59182265500203;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;51.3761990697629;53.3088401294441;1.93264105968112;0.882781489002809;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;1.37619906976295;21.6555565137378;20.2793574439748;1.04205451500093;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;211.376199069763;206.868229011687;-4.50797005807547;2.43565713800126;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;111.376199069763;116.283019459696;4.90682038993349;0.760827213998709;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;91.3761990697629;85.9924161285438;-5.38378294121918;0.591938277000736;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;61.3761990697629;61.2125840518312;-0.163615017931775;0.545940833999339;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;311.376199069763;301.525108145263;-9.85109092450017;1.68339665800158;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;281.376199069763;270.065286153925;-11.310912915838;1.05031535099988;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;51.3761990697629;58.4570484690923;7.08084939932931;1.04171170199697;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;1.37619906976295;353.089801121778;-8.28639794798505;1.12484394499916;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;291.376199069763;284.086613323798;-7.28958574596527;0.641356715001166;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;171.376199069763;163.217944224391;-8.15825484537231;1.14910520299964;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;331.376199069763;332.255218716161;0.879019646398035;0.842125805000251;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;331.376199069763;314.143623977969;-17.2325750917942;0.767547103998368;16;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
