Participant No.,Stimulus Orientation,Participant Response,Noise Level (Concentration of von Mises)
2,179,23,0.5
2,79,82,0.5
2,63,63,4
2,165,166,4
2,110,100,4
2,171,160.5,0.5
2,77,70,4
2,27,22,4
2,101,112,4
2,146,140,0.5
2,30,23,0.5
2,96,101.25,4
2,1,8.5,4
2,61,66,4
2,108,111,4
2,173,167,0.5
2,169,153,4
2,21,28,0.5
2,110,115.5,4
2,138,138.75,0.5
2,150,146,4
2,27,43.75,0.5
2,175,154,0.5
2,157,164,0.5
2,174,162.5,4
2,107,100,4
2,31,19.5,4
2,3,13.75,0.5
2,62,56,4
2,61,65,4
2,135,141,0.5
2,26,22,0.5
2,176,168,4
2,54,48,4
2,175,170,0.5
2,110,117,0.5
2,135,120,0.5
2,110,120,4
2,135,122,4
2,45,75,0.5
2,27,26,0.5
2,108,107,4
2,139,134,4
2,65,44,0.5
2,119,122,4
2,38,51,4
2,29,44,4
2,93,53,0.5
2,119,112.5,4
2,131,125,4
2,145,147,0.5
2,55,51,4
2,10,16,4
2,109,101,4
2,11,17,4
2,179,24,0.5
2,68,69,4
2,148,147,4
2,79,67.5,4
2,17,28,4
2,102,114.25,4
2,32,38,0.5
2,15,10.75,0.5
2,15,15,0.5
2,6,9.5,4
2,67,49,0.5
2,52,61,4
2,47,49,4
2,136,131.25,0.5
2,176,7,0.5
2,14,12.75,0.5
2,56,50,4
2,21,28.5,4
2,167,143,0.5
2,38,36,4
2,105,125,0.5
2,158,140,4
2,33,123,0.5
2,167,14,0.5
2,85,84,4
2,57,66,4
2,93,46,0.5
2,121,133,4
2,118,123,4
2,20,27,4
2,31,34,4
2,149,148.5,4
2,64,56,4
2,43,63,4
2,27,36,4
2,60,62.25,4
2,18,23,0.5
2,94,98.75,0.5
2,30,17,0.5
2,75,84,4
2,127,131,4
2,122,104,0.5
2,169,163,0.5
2,38,165,0.5
2,125,135,4
2,51,46,4
2,65,85,0.5
2,58,63,0.5
2,146,145,4
2,52,43,4
2,133,127.5,4
2,105,100,0.5
2,167,159,4
2,35,35,4
2,107,100,0.5
2,25,24,4
2,163,149,4
2,83,80,4
2,113,113.5,4
2,151,130.5,4
2,142,132,0.5
2,21,30,4
2,41,34,0.5
2,80,75.5,4
2,144,76.75,0.5
2,86,98,0.5
2,128,114,0.5
2,90,93,4
2,118,109,4
2,19,19.75,0.5
2,37,50,0.5
2,36,50,4
2,152,149,0.5
2,75,63,4
2,61,52.75,4
2,172,157.25,4
2,107,137.75,0.5
2,97,111,4
2,93,101.75,0.5
2,1,17.5,0.5
2,66,54,4
2,173,164,0.5
2,51,32,4
2,151,145.25,0.5
2,50,40,4
2,4,15,4
2,123,121,4
2,167,148,0.5
2,159,144,4
2,177,51,0.5
2,141,137,0.5
2,46,64,0.5
2,58,100,0.5
2,66,65,4
2,61,38,0.5
2,144,136,4
2,15,24,4
2,153,139,0.5
2,110,109,4
2,165,159,0.5
2,85,78,4
2,169,41,0.5
2,138,118,0.5
2,65,74,4
2,83,79,4
2,32,53,0.5
2,145,144,0.5
2,129,136,0.5
2,53,24,0.5
2,96,109,4
2,169,162,4
2,167,167,0.5
2,154,144,4
2,43,68,0.5
2,80,107,0.5
2,136,142,4
2,11,17,4
2,72,59,4
2,105,117,0.5
2,14,6,0.5
2,3,179,4
2,158,125,0.5
2,48,42,0.5
2,164,148.25,0.5
2,103,107.75,0.5
2,27,39.5,4
2,48,53,0.5
2,160,140.75,4
2,153,139,4
2,106,104.5,4
2,57,46.5,4
2,27,32,4
2,39,47.25,0.5
2,135,125.75,0.5
2,170,163.75,4
2,9,11,4
2,118,105.75,4
2,78,78.5,0.5
2,163,153,0.5
2,64,67,4
2,170,164,0.5
2,129,125,4
2,46,43,0.5
2,63,82,0.5
2,178,178,4
2,31,48,4
2,25,46,4
2,11,11,4
2,141,133.75,0.5
2,132,125,0.5
2,131,124,0.5
2,107,104.75,4
2,166,165,0.5
2,44,52,0.5
2,74,68.75,0.5
2,175,2,0.5
2,9,7,4
2,142,125,4
2,60,117,0.5
2,97,106.5,4
2,101,109,0.5
2,71,77,0.5
2,42,34.5,4
2,25,15,0.5
2,63,62,0.5
2,86,85,4
2,82,98,0.5
2,143,27,0.5
2,142,123,0.5
2,171,161,0.5
2,79,86,0.5
2,170,169,0.5
2,145,147,4
2,114,112,4
2,8,15,4
2,74,73,0.5
2,138,137,0.5
2,5,17,0.5
2,66,67,4
2,144,133,4
2,59,69,4
2,129,109,0.5
3,115,87.25,0.5
3,9,2,4
3,109,109.75,0.5
3,37,30,0.5
3,148,124,0.5
3,139,40,0.5
3,77,74,4
3,123,123.25,4
3,168,156.25,4
3,131,132.25,4
3,75,92,0.5
3,87,88.5,4
3,139,124.75,0.5
3,72,109,0.5
3,132,129,0.5
3,180,177.25,0.5
3,73,64.5,4
3,76,81,4
3,96,96,4
3,94,176,0.5
3,135,128.5,4
3,17,2,0.5
3,74,7,0.5
3,55,90,0.5
3,175,159.5,0.5
3,2,1.25,4
3,86,92.75,0.5
3,42,41,4
3,157,129,0.5
3,21,34,4
3,124,123,0.5
3,44,44.75,4
3,91,94,0.5
3,62,83,0.5
3,114,114.25,4
3,157,120,0.5
3,32,48,0.5
3,70,147,0.5
3,149,47,0.5
3,43,45.25,4
3,4,2.5,4
3,105,132.25,0.5
3,112,112.75,0.5
3,80,61.75,0.5
3,146,124,4
3,163,19,0.5
3,63,10.75,0.5
3,166,149.75,4
3,136,117.75,4
3,99,179.75,0.5
3,22,22,0.5
3,31,21.75,4
3,102,120,0.5
3,15,11,4
3,154,178,0.5
3,88,84.75,4
3,37,42,0.5
3,165,136.25,4
3,107,104.75,4
3,169,153.5,4
3,52,4,0.5
3,150,143,0.5
3,24,17.25,4
3,48,48,4
3,31,47.25,4
3,43,50,4
3,29,43,4
3,32,22,4
3,171,165,0.5
3,112,119,0.5
3,128,114,4
3,149,128.5,4
3,168,178,0.5
3,15,20.25,4
3,12,178,0.5
3,91,44.25,0.5
3,163,156,0.5
3,19,4.25,0.5
3,136,128,4
3,67,70,4
3,91,89,4
3,125,143,0.5
3,45,51.75,4
3,91,89.5,4
3,65,52.75,4
3,48,15,0.5
3,19,20,0.5
3,53,41.75,4
3,100,120.5,4
3,180,0.5,0.5
3,158,152,0.5
3,2,1.25,4
3,47,131,0.5
3,139,128,4
3,119,167,0.5
3,49,46.25,4
3,133,136.75,0.5
3,127,134,0.5
3,131,124.75,4
3,177,179.75,4
3,82,73,0.5
3,51,67.5,0.5
3,142,127,4
3,26,15.75,4
3,74,58.75,4
3,118,115.5,4
3,46,57,0.5
3,132,126.5,4
3,106,166,0.5
3,79,70,4
3,83,81,4
3,54,59.5,4
3,13,19,0.5
3,68,57.5,4
3,165,177,0.5
3,67,128,0.5
3,84,60,0.5
3,28,45.25,0.5
3,148,128,4
3,161,141.5,4
3,27,179,0.5
3,99,41,0.5
3,92,88,4
3,160,134.5,0.5
3,163,149,0.5
3,93,136.25,0.5
3,158,138,4
3,69,128,0.5
3,107,101.75,4
3,81,29,4
3,106,79.5,0.5
3,144,134.25,4
3,174,160.25,4
3,135,140.5,4
3,109,93.25,0.5
3,120,132.5,0.5
3,138,126.25,0.5
3,101,70,4
3,7,4,0.5
3,27,35,4
3,108,117.5,0.5
3,122,111.5,4
3,14,0,0.5
3,89,6.5,0.5
3,115,110.25,0.5
3,100,106.5,4
3,122,114.5,0.5
3,90,86,4
3,82,45,0.5
3,18,21.75,4
3,86,146,0.5
3,64,50.75,4
3,79,119,0.5
3,157,153,4
3,2,179.75,4
3,66,50,4
3,53,50,0.5
3,48,45.5,4
3,65,55.5,4
3,140,125,0.5
3,153,174,0.5
3,165,159.5,4
3,112,44.25,0.5
3,25,27.25,4
3,78,52.25,4
3,21,27.5,4
3,120,133,0.5
3,41,44,0.5
3,39,29,4
3,46,38.25,4
3,59,76,0.5
3,78,115,0.5
3,27,23.25,4
3,106,120.75,0.5
3,169,175.75,4
3,150,132.5,0.5
3,115,120.75,4
3,55,34,0.5
3,178,8,0.5
3,71,131,0.5
3,75,68.5,4
3,23,33,0.5
3,135,145,0.5
3,47,31,4
3,178,3.25,0.5
3,57,63.75,4
3,104,84,4
3,76,71,4
3,77,138,0.5
3,125,120.75,0.5
3,168,154,4
3,96,126.25,0.5
3,70,133,0.5
3,5,3,0.5
3,93,107.5,4
3,88,85.25,4
3,34,10,0.5
3,152,149,0.5
3,24,18,4
3,23,20,4
3,45,19.25,0.5
3,164,169,0.5
3,161,144.75,4
3,101,124.25,0.5
3,4,163.75,0.5
3,166,152.5,0.5
3,174,140.5,0.5
3,84,68.25,4
3,49,48.75,4
3,163,3,0.5
3,176,52,0.5
3,49,50.75,4
3,159,154.75,4
3,174,168.5,4
3,129,131.5,4
3,72,53.25,4
3,105,130,0.5
3,79,53,0.5
3,131,119.75,0.5
3,107,127,0.5
3,43,168,0.5
3,177,42.75,0.5
3,160,149,4
3,174,22,0.5
3,18,179.25,0.5
3,110,99.25,0.5
3,104,54,0.5
3,157,178,0.5
3,51,40.5,4
3,20,13,0.5
3,180,2,4
3,175,3,4
3,25,16.5,0.5
3,78,61,4
3,105,161.5,0.5
3,143,145,4
3,79,54,0.5
3,7,17,4
3,129,118.75,0.5
3,40,20,0.5
3,87,93.75,4
3,125,115.75,4
3,155,117.25,0.5
3,158,118,4
3,140,138.5,4
3,117,143,0.5
3,165,162,0.5
3,155,145,4
3,116,119.25,4
3,150,152,0.5
3,95,115.25,0.5
3,136,128,4
3,50,40,4
3,20,8,0.5
3,57,38.25,0.5
3,160,129.5,4
3,36,39.25,0.5
3,107,112.5,4
3,142,127,4
3,72,58.5,4
3,137,118.5,4
3,6,15,0.5
3,26,15.5,4
3,73,64.5,0.5
3,140,127.75,0.5
3,22,28,4
3,70,64.25,4
3,88,80,4
3,118,117,0.5
3,94,119,0.5
3,170,172.5,0.5
3,101,106,4
3,46,51,0.5
3,94,106,0.5
3,34,37.75,4
3,22,157,0.5
3,83,48,0.5
3,154,129,0.5
3,3,1.25,4
3,116,119,4
3,159,139,4
3,1,173.5,4
3,86,88,4
3,43,32.25,4
3,94,80.5,4
3,150,143.25,4
3,55,29,4
3,85,84.5,4
3,102,112.5,0.5
3,115,119.25,4
3,79,47,0.5
3,177,13,0.5
3,33,45,0.5
3,33,48.25,4
3,32,39,0.5
3,151,135,4
3,134,127.75,4
3,153,142,4
3,141,8.25,0.5
3,77,41,0.5
3,26,17.25,0.5
3,172,162.75,4
3,93,44,0.5
3,160,146.5,4
3,73,35,0.5
3,33,27.25,4
3,63,61.5,4
3,7,9,4
3,16,23,0.5
3,102,25,0.5
3,66,56.25,4
3,145,136,0.5
3,63,49,4
3,44,25.5,4
3,104,121,0.5
3,76,41.75,0.5
3,100,40,0.5
3,164,116,0.5
3,11,12.25,4
3,88,144,0.5
3,111,104.5,4
3,69,67,0.5
3,158,148,0.5
3,50,120.25,0.5
3,40,43.25,4
3,133,131,0.5
3,124,134,0.5
3,148,135.75,4
3,59,61.5,4
3,36,42.25,4
3,42,40,4
3,60,45.75,4
3,101,119.75,0.5
3,152,121.75,4
3,141,53,4
3,48,47,4
3,70,58.25,0.5
3,51,46.5,4
3,108,113.5,4
3,65,47.25,0.5
3,43,37.5,4
3,46,23,0.5
3,32,32,0.5
3,101,117,0.5
3,50,26,4
3,176,59,0.5
3,109,110,0.5
3,26,39,4
3,172,152,0.5
3,174,141.25,4
3,119,106.25,4
3,150,159,4
3,117,92,4
3,126,115.25,4
3,146,134,0.5
3,72,53.75,0.5
3,9,19.25,0.5
3,141,126,0.5
3,73,73.5,4
3,77,57,0.5
3,131,120.5,4
3,134,39.5,0.5
3,177,178.5,4
3,176,41,0.5
3,25,38,0.5
3,117,12,0.5
3,47,162,0.5
3,47,37.75,4
3,50,41.5,4
3,10,14.25,4
3,155,137.5,4
3,134,123.75,0.5
3,1,176.75,4
3,164,152.25,4
3,160,143.5,4
3,153,135,0.5
3,2,161,0.5
3,61,47,4
3,123,157,0.5
3,4,163,0.5
3,177,40,0.5
3,49,52,4
3,46,53,0.5
3,63,40,0.5
3,141,139.25,4
3,105,111.5,4
3,59,56,4
3,92,92.25,4
3,86,88.25,4
3,99,108,0.5
3,45,60,0.5
3,45,22,0.5
3,36,32.5,4
3,143,134,0.5
3,176,179,4
3,89,90.25,4
3,94,88.5,4
3,37,34.25,4
3,158,135,4
3,99,107.75,4
3,169,144.75,4
3,41,27,0.5
3,84,78.75,4
3,36,43,0.5
3,33,34.5,4
3,125,126.25,4
3,80,54,0.5
3,170,18.5,0.5
3,91,93.5,4
3,141,122,0.5
3,133,127.75,4
3,70,51,0.5
3,19,27.75,4
3,127,131,0.5
3,15,15,0.5
3,127,117,0.5
3,60,44,0.5
3,110,62,0.5
3,153,151.5,4
3,168,160,4
3,43,38,0.5
3,106,134,0.5
3,116,119,4
3,3,1,0.5
3,95,99.75,4
3,149,144,4
3,87,77.5,4
3,104,106.5,4
3,139,130.75,0.5
3,92,59,0.5
3,91,91.5,4
3,127,170,0.5
3,166,169.5,0.5
3,141,146,4
3,27,30,4
3,22,29.25,4
3,67,53,0.5
3,32,37.25,4
3,90,97,4
3,53,46,4
3,82,44,0.5
3,154,134,4
3,163,55,0.5
3,148,162,0.5
3,141,144,4
3,51,44,4
3,147,137.25,4
3,62,42.75,0.5
3,136,138,4
3,17,27.75,4
3,157,152,4
3,11,20.25,4
3,37,18.5,0.5
3,24,19.25,4
3,156,152,4
3,161,142,0.5
3,85,65,0.5
3,172,51,0.5
3,120,127,0.5
3,163,23,0.5
3,115,103.75,0.5
3,72,49,4
3,170,117.75,4
3,159,145,4
3,126,109.25,0.5
3,52,43.25,4
3,107,127,0.5
3,130,132.75,0.5
3,109,114.5,4
3,136,84,0.5
3,110,117,0.5
3,173,1.75,0.5
3,53,12.25,0.5
3,129,127.25,0.5
3,1,18,0.5
3,30,1,0.5
3,52,27,0.5
3,70,39.5,0.5
3,17,16.5,4
3,40,32,0.5
3,20,15,4
3,62,63,0.5
3,17,37.5,0.5
3,108,113.75,4
3,178,172.25,0.5
3,179,177.25,4
3,72,50,0.5
3,95,96,0.5
3,50,45.75,4
3,35,40.25,0.5
3,53,63,4
3,91,88.5,4
3,48,35.5,0.5
3,147,129.75,0.5
3,154,6,0.5
3,124,123,4
3,73,62.75,4
3,166,169,0.5
3,98,92,4
3,18,106,0.5
3,77,57,0.5
3,18,47,0.5
3,46,30,0.5
3,70,81,4
3,76,60,0.5
3,49,58,0.5
3,175,58.75,0.5
3,15,30,4
3,90,151.5,0.5
3,120,116.75,4
3,23,19.25,0.5
3,139,138.5,4
3,168,4.5,0.5
3,134,154.25,0.5
3,61,61,0.5
3,153,138.75,4
3,150,140,4
3,132,147.5,4
3,126,124,0.5
3,171,4.75,0.5
3,112,19,0.5
3,152,130.5,4
3,171,179,4
3,123,125.25,4
3,117,119,4
3,15,25.5,0.5
3,130,131,0.5
3,119,119.75,4
3,96,51,0.5
3,88,83.25,4
3,82,84.25,4
3,124,124,4
3,159,147,4
3,138,141,0.5
3,176,161.25,4
3,26,44.5,4
3,176,177,4
3,141,144,4
3,2,0.25,4
3,58,61.5,0.5
3,141,126.75,4
3,83,50,0.5
3,115,115.25,4
3,13,14.25,4
3,176,167,4
3,164,167.75,4
3,55,67.5,0.5
3,161,131,0.5
3,109,115.75,4
3,159,144,4
3,83,65,0.5
3,66,136,0.5
3,74,52,4
3,86,84,4
3,123,105,0.5
3,166,163,4
3,92,124.25,0.5
3,78,128.75,0.5
3,44,57,0.5
3,57,39.75,0.5
3,6,176,0.5
3,157,7,0.5
3,49,31,0.5
3,43,168,0.5
3,170,169.75,4
3,108,107,4
3,89,94,4
3,17,17,4
3,51,43,4
3,62,53,0.5
3,37,47,4
3,113,127.25,0.5
3,95,91,0.5
3,44,35,4
3,142,119.25,4
3,48,51,0.5
3,7,10.5,4
3,31,20.25,0.5
3,48,42.25,4
3,100,103.5,4
3,133,128,4
3,20,23,4
3,27,24.5,4
3,152,142.5,4
3,152,143.75,4
3,61,44,0.5
3,142,111.25,0.5
3,51,68.5,4
3,62,66.5,4
3,108,111.25,4
3,13,5,4
3,179,171,4
3,131,122,0.5
3,89,42,0.5
3,39,45,0.5
3,8,8.75,4
3,59,52.5,0.5
3,137,120.75,4
3,34,39,4
3,23,16,4
3,69,123,0.5
3,2,119,0.5
3,114,107,4
3,125,117.5,0.5
3,57,52.75,4
3,135,117,0.5
3,70,62.75,4
3,104,116.75,4
3,22,12,0.5
3,36,30,4
3,36,30,0.5
3,98,115,0.5
3,1,35.25,0.5
3,120,134,0.5
3,53,47,0.5
3,142,126.75,4
3,168,168.5,0.5
3,111,113.25,4
3,109,103.75,0.5
3,146,132.75,4
3,94,98.25,0.5
3,27,40,0.5
3,113,123.25,0.5
3,8,123,0.5
3,142,131.75,4
3,146,128.5,4
3,156,127.75,4
3,80,72.25,4
3,88,81.25,4
3,173,3,0.5
3,173,170.25,4
3,179,0,4
3,69,46,0.5
3,149,155,4
3,37,43.25,4
3,118,118,0.5
3,118,47,0.5
3,147,123,0.5
3,155,58,0.5
3,8,16.75,4
3,164,147.75,4
3,23,16.5,0.5
3,54,46.25,0.5
3,120,111.5,4
3,180,179.5,4
3,65,50,4
3,167,176,0.5
3,137,135.75,0.5
3,101,108.75,4
3,58,61.75,4
3,40,60.75,4
3,157,125.5,4
3,135,126.5,4
3,84,57.5,0.5
3,99,76,0.5
3,2,1.5,4
3,53,56,0.5
3,151,171.5,0.5
3,18,10.25,0.5
3,41,42,4
3,26,13.25,0.5
3,180,167,0.5
3,85,28,0.5
3,11,4.75,0.5
3,166,174,4
3,51,60,4
3,114,115,4
3,25,26,0.5
3,115,103.75,4
3,170,174,0.5
3,134,144,0.5
3,44,44.75,4
3,17,15,4
3,11,12.5,0.5
3,38,34,0.5
3,78,69.25,0.5
3,21,33.25,0.5
3,72,59.75,0.5
3,115,113.75,4
3,128,117.75,4
3,175,2.25,0.5
3,157,129,0.5
3,137,118,0.5
3,32,44.75,4
3,97,108,0.5
3,120,120,4
3,161,145,4
3,34,28,4
3,154,137.25,4
3,85,47,0.5
3,152,120.25,4
3,122,129,4
3,51,60.75,0.5
3,124,119.5,4
3,161,153.75,4
3,45,57,0.5
3,24,25.25,4
3,51,43,4
3,8,2.75,4
3,65,48,4
3,137,111,0.5
3,41,61,4
3,129,124,4
3,66,42.75,0.5
3,117,115,0.5
3,155,160,4
3,88,94,4
3,27,20,0.5
3,114,120.5,4
3,7,11.5,4
3,82,21,0.5
3,135,131.25,4
3,70,58.25,4
3,9,15,0.5
3,143,3.25,0.5
3,27,17,0.5
3,18,25.75,0.5
3,85,77,4
3,100,97,0.5
3,24,7,0.5
3,123,111,0.5
3,18,15,4
3,6,16.5,0.5
3,100,105.5,0.5
3,171,116,0.5
3,80,68.75,4
3,140,133.5,4
3,77,89,0.5
3,158,143,4
3,74,68,4
3,152,138,0.5
3,87,82.5,4
3,134,135.75,0.5
3,136,145,0.5
3,47,46,4
3,59,53.5,4
3,98,98.5,4
3,71,70.75,4
3,83,68.25,0.5
3,84,103,0.5
3,129,110,0.5
3,5,2,4
3,5,178,0.5
3,57,53,4
3,95,100,4
3,147,127.75,0.5
3,95,106,0.5
3,172,165,4
3,120,162.75,0.5
3,141,147.5,4
3,11,11.5,4
3,33,12,4
3,72,87,0.5
3,56,50.5,4
3,30,39.5,4
3,131,136.25,4
3,32,24,4
3,145,127.75,4
3,179,7,4
3,70,68.75,0.5
3,56,58,0.5
3,101,107.5,4
3,68,63.5,4
3,39,30.5,4
3,26,26.75,4
3,105,8,0.5
3,38,49.75,0.5
3,11,37,0.5
3,98,98.75,4
3,115,71,0.5
3,109,134,0.5
3,72,49,0.5
3,1,178.5,4
3,42,41,0.5
3,27,8.25,4
3,30,4,0.5
3,104,102.5,4
3,77,74.25,4
3,52,72,0.5
3,66,66,0.5
3,15,5,0.5
3,166,7.5,0.5
3,170,3,0.5
3,176,5.5,0.5
3,144,8,0.5
3,53,36,4
3,35,35.5,4
3,115,48,0.5
3,117,120.75,4
3,17,15.75,4
3,149,136,0.5
3,157,142,0.5
3,96,143,0.5
3,125,116.5,4
3,119,124,0.5
3,163,167.5,4
3,111,123,0.5
3,49,52.75,0.5
3,148,20,0.5
3,137,124.25,4
3,15,20,4
3,101,125,0.5
3,22,11.75,0.5
3,164,157,4
3,161,158,4
3,115,120,4
3,70,62.75,4
3,92,102,4
3,149,146,0.5
3,114,98,0.5
3,76,58,0.5
3,30,169,0.5
3,58,47,0.5
3,74,49,0.5
3,58,54,4
3,26,27.5,4
3,160,147,4
3,9,63,0.5
3,86,88.25,4
3,3,0,4
3,124,125,0.5
4,20,13,0.5
4,1,177,4
4,63,41,0.5
4,125,136,4
4,118,136,4
4,145,145,4
4,95,89,0.5
4,20,20,4
4,52,53,4
4,170,170,0.5
4,83,100,0.5
4,44,45,4
4,138,137,4
4,128,137,4
4,156,9,0.5
4,43,40,0.5
4,100,99,4
4,152,159,4
4,104,106,4
4,48,25,0.5
4,60,58,4
4,87,90,4
4,110,97.5,4
4,55,61.25,4
4,15,8,4
4,66,76,0.5
4,38,14,0.5
4,16,12.75,4
4,26,14.5,4
4,5,6,4
4,17,11,0.5
4,97,98.5,4
4,171,21,0.5
4,52,31,4
4,3,6.5,4
4,14,17,4
4,90,98,4
4,72,90,0.5
4,79,97.5,4
4,33,31.5,4
4,50,43,4
4,126,143,4
4,55,60.5,0.5
4,130,146,0.5
4,64,52.5,0.5
4,84,94.25,4
4,79,86,0.5
4,7,6,4
4,18,20,0.5
4,50,32,0.5
4,40,28.75,4
4,104,101,4
4,105,108.25,4
4,57,17,0.5
4,89,114,0.5
4,77,71,0.5
4,111,103.25,4
4,22,23.5,0.5
4,123,110,0.5
4,34,7,0.5
4,2,0.5,0.5
4,173,165,0.5
4,137,155.25,0.5
4,112,113.5,4
4,172,4.75,4
4,3,8.25,4
4,179,172,4
4,45,35.75,0.5
4,94,99.25,0.5
4,177,172,4
4,32,55,0.5
4,138,94,0.5
4,113,64,0.5
4,177,178.75,0.5
4,145,117,0.5
4,39,42,0.5
4,28,28,0.5
4,100,107.25,0.5
4,83,91.5,4
4,90,92.25,4
4,176,168.25,0.5
4,104,103.25,4
4,53,24.75,0.5
4,159,159,0.5
4,46,40.75,4
4,54,39,0.5
4,59,50,4
4,34,43.5,0.5
4,24,0,0.5
4,178,178.75,4
4,90,92.25,0.5
4,60,58.75,0.5
4,166,158,4
4,37,48.5,0.5
4,40,50,0.5
4,94,96.5,4
4,149,156.75,0.5
4,144,148,4
4,31,21.75,0.5
4,105,112.5,0.5
4,86,95.5,0.5
4,19,18.25,4
4,121,116,4
4,112,109,4
4,17,20,4
4,169,170,4
4,180,7,0.5
4,54,51.75,4
4,21,173.25,0.5
4,74,69,4
4,67,71,4
4,77,74,0.5
4,114,112,0.5
4,89,89.5,4
4,138,146,0.5
4,145,140.5,4
4,13,13.25,4
4,30,4,0.5
4,131,135,0.5
4,118,116.75,4
4,42,33.5,0.5
4,13,8.75,0.5
4,2,6.75,4
4,93,99.25,4
4,130,148.25,4
4,48,44.5,4
4,139,118,0.5
4,56,45,4
4,164,177.75,0.5
4,90,95,0.5
4,144,158.25,0.5
4,14,13,4
4,126,106.25,0.5
4,170,2.75,0.5
4,35,31,0.5
4,88,88,0.5
4,53,76.5,4
4,5,5,0.5
4,176,176.5,4
4,147,149.5,4
4,109,107,4
4,157,138,4
4,19,20.25,0.5
4,148,149.75,0.5
4,139,142.5,0.5
4,135,138,4
4,164,168.75,0.5
4,55,25.75,0.5
4,126,125,0.5
4,147,153.5,0.5
4,147,142,4
4,55,52.5,4
4,68,77.25,0.5
4,75,80.5,4
4,175,172.75,4
4,87,85,0.5
4,35,15.25,4
4,132,77.75,0.5
4,137,131.5,4
4,163,1.75,0.5
4,44,53,0.5
4,38,57.75,0.5
4,158,155.75,0.5
4,46,48,4
4,147,157.5,0.5
4,168,167.75,4
4,91,85.75,0.5
4,89,134.75,4
4,31,19.75,0.5
4,5,11,4
4,128,116,0.5
4,169,159.25,4
4,124,131.75,0.5
4,23,41.25,0.5
4,127,132.25,4
4,121,128,0.5
4,52,32.5,4
4,178,173.75,0.5
4,23,25,4
4,20,10.75,4
4,84,81.75,4
4,109,109.5,4
4,102,86.5,0.5
4,137,137.5,0.5
4,76,74.5,0.5
4,124,122,4
4,138,132,0.5
4,178,174.25,4
4,153,168.75,4
4,39,43,0.5
4,149,159.5,0.5
4,10,8.5,4
4,74,82.75,0.5
4,72,64,0.5
4,109,101.25,4
4,151,131,0.5
4,2,6.5,4
4,9,17,0.5
4,112,102,0.5
4,163,166.5,0.5
4,23,0.25,0.5
4,140,149.25,4
4,127,130.25,0.5
4,63,66.25,4
4,175,176.25,0.5
4,72,79.5,4
4,1,172.75,0.5
4,20,8.25,0.5
4,86,94.25,0.5
4,54,61.5,0.5
4,44,41.25,4
4,93,35.25,0.5
4,21,33.25,4
4,126,128,4
4,69,60.5,4
4,151,137.5,0.5
4,156,162.25,4
4,74,71,4
4,106,114.5,4
4,141,139.75,4
4,49,24.5,0.5
4,7,10.25,0.5
4,80,98.25,0.5
4,16,18,0.5
4,85,85,4
4,149,170,0.5
4,88,82.25,0.5
4,147,150.25,4
4,85,77,0.5
4,23,34.25,4
4,54,58.25,4
4,21,22.5,0.5
4,79,74.75,4
4,54,64.75,4
4,97,83,4
4,172,168.25,4
4,139,163.5,0.5
4,122,144,0.5
4,17,20.75,4
4,62,74,0.5
4,127,114.25,4
4,174,170.75,4
4,66,48,4
4,34,34,0.5
4,64,45,0.5
4,131,148,4
4,129,136.5,4
4,44,33,0.5
4,32,31,0.5
4,110,104,0.5
4,176,11.25,4
4,120,104.25,4
4,160,173.25,0.5
4,80,80.75,4
4,148,153.75,0.5
4,82,84.5,4
4,84,82.5,0.5
4,166,169,4
4,2,7,0.5
4,146,167,0.5
4,100,98.25,4
4,150,164.75,0.5
4,12,14,0.5
4,74,74.5,4
4,173,5,0.5
4,10,16,4
4,169,176.5,0.5
4,97,102,4
4,141,171,0.5
4,111,110.25,4
4,51,46.5,0.5
4,161,137,0.5
4,127,136.75,0.5
4,87,98.5,0.5
4,166,169,4
4,52,28.75,4
4,111,103.75,0.5
4,105,113.25,4
4,29,20.5,4
4,131,132.25,0.5
4,102,98.5,4
4,53,40.5,4
4,146,158,4
4,180,171.75,4
4,173,173,4
4,42,35.25,4
4,130,147.25,4
4,177,169.5,4
4,113,133.25,0.5
4,44,28.75,0.5
4,22,20.25,4
4,102,102,4
4,179,6.25,4
4,16,8.5,0.5
4,165,166.75,4
4,15,16,0.5
4,74,78.5,4
4,125,135.25,4
4,28,22,0.5
4,13,26.5,4
4,140,136.75,4
4,97,97.5,0.5
4,169,4.75,0.5
4,105,110.5,4
4,168,174.75,4
4,23,24.75,4
4,55,34,0.5
4,150,154.75,4
4,21,32.5,4
4,3,5.75,0.5
4,139,138.25,4
4,116,131.5,4
4,74,73.25,4
4,127,134.5,4
4,168,170.5,4
4,176,175.5,4
4,172,17.75,0.5
4,2,177.75,4
4,50,59.25,4
4,82,69.75,4
4,107,110,0.5
4,16,21,0.5
4,90,78,0.5
4,90,77.25,0.5
4,35,29.25,4
4,92,94.75,4
4,21,4.75,0.5
4,47,36.25,0.5
4,145,171.5,0.5
4,108,101.5,0.5
4,175,6,4
4,141,142.5,4
4,57,63.75,0.5
4,172,165,4
4,97,94.75,0.5
4,100,95.75,4
4,146,160,4
4,29,11,0.5
4,155,163.25,4
4,78,71.75,4
4,61,73.25,0.5
4,91,83.25,4
4,21,15.5,4
4,22,1.75,0.5
4,117,101,0.5
4,39,34.25,0.5
4,115,102.75,0.5
4,31,18.5,4
4,54,30.5,4
4,170,166.5,0.5
4,73,87.75,0.5
